Estimator,Permuted,ev,fold,imputation_strategy,mae,modality,model_testing,mse,r2_score,target,visit
RandomForest,no,0.05553746445176,38,,1.6585192047741593,"sMRI, dMRI, fMRI (full MRI)",validation,4.3139062407505815,0.05424062774676308,Fluid intelligence,third
RandomForest,no,0.06196593867247958,38,,1.6552109238169077,"sMRI, dMRI, fMRI (full MRI)",generalization,4.2312434516710855,0.0618752693935255,Fluid intelligence,third
RandomForest,no,0.042820962397619344,39,,1.6077434679334917,"sMRI, dMRI, fMRI (full MRI)",validation,4.106129292161521,0.04167066725659052,Fluid intelligence,third
RandomForest,no,0.05753727433427791,39,,1.6589117151792157,"sMRI, dMRI, fMRI (full MRI)",generalization,4.251206165985087,0.05744926171944576,Fluid intelligence,third
RandomForest,no,0.06867153157751038,40,,1.5830959427104974,"sMRI, dMRI, fMRI (full MRI)",validation,4.025952978762434,0.06712450136639636,Fluid intelligence,third
RandomForest,no,0.056709915590612,40,,1.6579484265371809,"sMRI, dMRI, fMRI (full MRI)",generalization,4.2547880608927455,0.05665510647083182,Fluid intelligence,third
RandomForest,no,0.025354002320308155,41,,1.6493020260629792,"sMRI, dMRI, fMRI (full MRI)",validation,4.0376432319508435,0.02535114188055876,Fluid intelligence,third
RandomForest,no,0.06095191094455621,41,,1.65651054046359,"sMRI, dMRI, fMRI (full MRI)",generalization,4.236121100933594,0.060793827625249326,Fluid intelligence,third
RandomForest,no,0.023691495725765344,42,,1.6148862583415424,"sMRI, dMRI, fMRI (full MRI)",validation,4.119256395512641,0.023641816046088397,Fluid intelligence,third
RandomForest,no,0.05930317096769466,42,,1.6578223416321172,"sMRI, dMRI, fMRI (full MRI)",generalization,4.2434967500432315,0.05915854501552498,Fluid intelligence,third
RandomForest,no,0.042270005918753184,43,,1.6079121602526962,"sMRI, dMRI, fMRI (full MRI)",validation,4.025669095623882,0.031854412980538926,Fluid intelligence,third
RandomForest,no,0.059229203717559235,43,,1.6546735448048568,"sMRI, dMRI, fMRI (full MRI)",generalization,4.243239368432674,0.05921561005014786,Fluid intelligence,third
RandomForest,no,0.02481808898713089,44,,1.696332107343654,"sMRI, dMRI, fMRI (full MRI)",validation,4.33686719401098,0.02360028157040328,Fluid intelligence,third
RandomForest,no,0.05028479865250801,44,,1.6664983983292527,"sMRI, dMRI, fMRI (full MRI)",generalization,4.2840366933782885,0.0501702833249853,Fluid intelligence,third
RandomForest,no,0.05375120948765777,45,,1.7270587732489342,"sMRI, dMRI, fMRI (full MRI)",validation,4.513378302395913,0.05374809414905468,Fluid intelligence,third
RandomForest,no,0.05864316687893234,45,,1.6581084619077389,"sMRI, dMRI, fMRI (full MRI)",generalization,4.24656967456366,0.058477235485400285,Fluid intelligence,third
RandomForest,no,0.050546004929134636,46,,1.6797451093626734,"sMRI, dMRI, fMRI (full MRI)",validation,4.4700992408815585,0.050541835974057266,Fluid intelligence,third
RandomForest,no,0.05815551880871461,46,,1.6582484045224213,"sMRI, dMRI, fMRI (full MRI)",generalization,4.248424615843497,0.05806596955180088,Fluid intelligence,third
RandomForest,no,0.07341038231277952,47,,1.6975270321892224,"sMRI, dMRI, fMRI (full MRI)",validation,4.434290615850596,0.07335011136712166,Fluid intelligence,third
RandomForest,no,0.05755292978240412,47,,1.658969262562073,"sMRI, dMRI, fMRI (full MRI)",generalization,4.251506834179469,0.057382599455248824,Fluid intelligence,third
RandomForest,no,0.05028541003250109,48,,1.5872723939454607,"sMRI, dMRI, fMRI (full MRI)",validation,3.929883631966757,0.04075773438793473,Fluid intelligence,third
RandomForest,no,0.05645622942597561,48,,1.6612513263340063,"sMRI, dMRI, fMRI (full MRI)",generalization,4.257889826739223,0.05596740242298659,Fluid intelligence,third
RandomForest,no,0.05112406601246422,49,,1.6698974017025336,"sMRI, dMRI, fMRI (full MRI)",validation,4.324263757550302,0.05069939104503152,Fluid intelligence,third
RandomForest,no,0.05987366465490807,49,,1.6573067524919858,"sMRI, dMRI, fMRI (full MRI)",generalization,4.240800567428701,0.05975632569579381,Fluid intelligence,third
RandomForest,no,0.03176299998618515,50,,1.7636674584323038,"sMRI, dMRI, fMRI (full MRI)",validation,4.780564142517815,0.02455785202683713,Fluid intelligence,third
RandomForest,no,0.06149119078649867,50,,1.6596295405340389,"sMRI, dMRI, fMRI (full MRI)",generalization,4.2349924426268934,0.06104406665829287,Fluid intelligence,third
RandomForest,no,0.049799749739051324,51,,1.516086004107592,"sMRI, dMRI, fMRI (full MRI)",validation,3.584162804482516,0.04454849051064025,Fluid intelligence,third
RandomForest,no,0.06290466686959961,51,,1.6537752379742017,"sMRI, dMRI, fMRI (full MRI)",generalization,4.228746181365287,0.06242894848565018,Fluid intelligence,third
RandomForest,no,0.030968299458928206,52,,1.6844261336708837,"sMRI, dMRI, fMRI (full MRI)",validation,4.3677765477633805,0.02991997365733778,Fluid intelligence,third
RandomForest,no,0.05679254833461511,52,,1.6597482713957123,"sMRI, dMRI, fMRI (full MRI)",generalization,4.255334622506484,0.05653392626163201,Fluid intelligence,third
RandomForest,no,0.0380062860214434,53,,1.6401704710705811,"sMRI, dMRI, fMRI (full MRI)",validation,4.015680269994784,0.029735716517695018,Fluid intelligence,third
RandomForest,no,0.05139743046811707,53,,1.6635956368497038,"sMRI, dMRI, fMRI (full MRI)",generalization,4.278543804642607,0.05138813212623483,Fluid intelligence,third
RandomForest,no,0.05351265202152944,54,,1.6659477434679335,"sMRI, dMRI, fMRI (full MRI)",validation,4.336833178147268,0.04804380001436615,Fluid intelligence,third
RandomForest,no,0.05534935686790854,54,,1.6606764493625212,"sMRI, dMRI, fMRI (full MRI)",generalization,4.2608295828722635,0.055315618151564494,Fluid intelligence,third
RandomForest,no,0.036153133384032136,55,,1.5642565320665085,"sMRI, dMRI, fMRI (full MRI)",validation,3.860692294536817,0.032755909318873844,Fluid intelligence,third
RandomForest,no,0.05954686584747715,55,,1.6566062063988454,"sMRI, dMRI, fMRI (full MRI)",generalization,4.241916551359154,0.05950889674587013,Fluid intelligence,third
RandomForest,no,0.02714394680993426,56,,1.6508708683024922,"sMRI, dMRI, fMRI (full MRI)",validation,4.09638311248206,0.027096111263737788,Fluid intelligence,third
RandomForest,no,0.05957544151907945,56,,1.6596277580150611,"sMRI, dMRI, fMRI (full MRI)",generalization,4.242322538265645,0.059418883878108675,Fluid intelligence,third
RandomForest,no,0.03202332552106635,57,,1.672275534441805,"sMRI, dMRI, fMRI (full MRI)",validation,4.4007668978622325,0.030925637176849482,Fluid intelligence,third
RandomForest,no,0.05781822319949381,57,,1.6573769545345205,"sMRI, dMRI, fMRI (full MRI)",generalization,4.250143572768824,0.057684853215452914,Fluid intelligence,third
RandomForest,no,0.029414550246912863,58,,1.5992175709549081,"sMRI, dMRI, fMRI (full MRI)",validation,4.0372407268696024,0.028760503952343638,Fluid intelligence,third
RandomForest,no,0.0581770332165481,58,,1.6588519168627132,"sMRI, dMRI, fMRI (full MRI)",generalization,4.248971086347863,0.057944809542799236,Fluid intelligence,third
RandomForest,no,0.016240835771836215,59,,1.5243035494941886,"sMRI, dMRI, fMRI (full MRI)",validation,3.7220361925581336,0.016093626127244187,Fluid intelligence,third
RandomForest,no,0.06327419449313533,59,,1.6522930467767307,"sMRI, dMRI, fMRI (full MRI)",generalization,4.225673369838973,0.06311023296342888,Fluid intelligence,third
RandomForest,no,0.051560963708948686,60,,1.7392951690246607,"sMRI, dMRI, fMRI (full MRI)",validation,4.6158909335295215,0.051253331180572737,Fluid intelligence,third
RandomForest,no,0.057699410807788835,60,,1.6580650725845394,"sMRI, dMRI, fMRI (full MRI)",generalization,4.2508010966948895,0.057539071139083964,Fluid intelligence,third
RandomForest,no,0.06923720447760072,61,,1.6885130641330166,"sMRI, dMRI, fMRI (full MRI)",validation,4.230099382422804,0.0681023834299932,Fluid intelligence,third
RandomForest,no,0.05831678964635824,61,,1.6610440221313445,"sMRI, dMRI, fMRI (full MRI)",generalization,4.2482113524176075,0.05811325297953196,Fluid intelligence,third
RandomForest,no,0.02887212672881156,62,,1.7210017826391202,"sMRI, dMRI, fMRI (full MRI)",validation,4.464736292449374,0.010520407415811615,Fluid intelligence,third
RandomForest,no,0.059862879306763477,62,,1.6568527239028903,"sMRI, dMRI, fMRI (full MRI)",generalization,4.240358428164809,0.059854354037241375,Fluid intelligence,third
RandomForest,no,0.04036199515959227,63,,1.6752304038004748,"sMRI, dMRI, fMRI (full MRI)",validation,4.371703106888361,0.0402850856880983,Fluid intelligence,third
RandomForest,no,0.05643896187413944,63,,1.6604782294924223,"sMRI, dMRI, fMRI (full MRI)",generalization,4.257039272552322,0.056155981956773286,Fluid intelligence,third
RandomForest,no,0.05242472708753887,64,,1.6992829140058798,"sMRI, dMRI, fMRI (full MRI)",validation,4.425720481312603,0.042045503160138435,Fluid intelligence,third
RandomForest,no,0.05892239100042153,64,,1.656023016751617,"sMRI, dMRI, fMRI (full MRI)",generalization,4.244635545536226,0.058906058429186066,Fluid intelligence,third
RandomForest,no,0.0363359787206371,65,,1.5433932747254937,"sMRI, dMRI, fMRI (full MRI)",validation,3.7482516393538186,0.03486928258359867,Fluid intelligence,third
RandomForest,no,0.06063110795283011,65,,1.6564680131007103,"sMRI, dMRI, fMRI (full MRI)",generalization,4.238344788938479,0.0603008054830908,Fluid intelligence,third
RandomForest,no,0.07290947619877143,66,,1.5888293279707146,"sMRI, dMRI, fMRI (full MRI)",validation,3.826956418046042,0.07243425408280679,Fluid intelligence,third
RandomForest,no,0.05984173065866837,66,,1.6578902587223592,"sMRI, dMRI, fMRI (full MRI)",generalization,4.2411432325095895,0.059680352145613964,Fluid intelligence,third
RandomForest,no,0.0129526713502639,67,,1.6605872565224762,"sMRI, dMRI, fMRI (full MRI)",validation,4.249244903824643,0.011556703495020249,Fluid intelligence,third
RandomForest,no,0.06285758655836582,67,,1.6541135815158832,"sMRI, dMRI, fMRI (full MRI)",generalization,4.22716665013144,0.06277915223312103,Fluid intelligence,third
RandomForest,no,0.04341540303424485,68,,1.6527090027056872,"sMRI, dMRI, fMRI (full MRI)",validation,4.241196380205988,0.04331915461355562,Fluid intelligence,third
RandomForest,no,0.05744414466062064,68,,1.661786164923187,"sMRI, dMRI, fMRI (full MRI)",generalization,4.251775169847785,0.05732310575571897,Fluid intelligence,third
RandomForest,no,0.047459491853067866,69,,1.6791733966745843,"sMRI, dMRI, fMRI (full MRI)",validation,4.267659211401425,0.029853034208906063,Fluid intelligence,third
RandomForest,no,0.05823503715471934,69,,1.657778205436613,"sMRI, dMRI, fMRI (full MRI)",generalization,4.2508382853019,0.05753082591464054,Fluid intelligence,third
RandomForest,no,0.03599408498314305,70,,1.558050968015691,"sMRI, dMRI, fMRI (full MRI)",validation,3.7358834278570936,0.030439402236185912,Fluid intelligence,third
RandomForest,no,0.06013096943545637,70,,1.656072759528554,"sMRI, dMRI, fMRI (full MRI)",generalization,4.241170955534109,0.05967420557068748,Fluid intelligence,third
RandomForest,no,0.02989606062004868,71,,1.5888076009501189,"sMRI, dMRI, fMRI (full MRI)",validation,3.937844370546318,0.02959610630198228,Fluid intelligence,third
RandomForest,no,0.05557288322799992,71,,1.6606745248977632,"sMRI, dMRI, fMRI (full MRI)",generalization,4.260570765455857,0.05537300152404512,Fluid intelligence,third
RandomForest,no,0.04362305507280895,72,,1.7079619952494065,"sMRI, dMRI, fMRI (full MRI)",validation,4.5427821377672215,0.041319193589483987,Fluid intelligence,third
RandomForest,no,0.058382588232190565,72,,1.6591416887178252,"sMRI, dMRI, fMRI (full MRI)",generalization,4.247300129901372,0.05831528351436921,Fluid intelligence,third
RandomForest,no,0.036938995098800935,73,,1.6120374812898033,"sMRI, dMRI, fMRI (full MRI)",validation,3.9596581102751793,0.028924472445292507,Fluid intelligence,third
RandomForest,no,0.0592477074359552,73,,1.6569460064962742,"sMRI, dMRI, fMRI (full MRI)",generalization,4.245304994528691,0.05875763240197074,Fluid intelligence,third
RandomForest,no,0.03666579803912662,74,,1.605752188811147,"sMRI, dMRI, fMRI (full MRI)",validation,3.9553826035090487,0.03307426385924661,Fluid intelligence,third
RandomForest,no,0.058212249046548085,74,,1.6581834347909632,"sMRI, dMRI, fMRI (full MRI)",generalization,4.249851634204975,0.05774958000078045,Fluid intelligence,third
RandomForest,no,0.03574179865067828,75,,1.5939347662985015,"sMRI, dMRI, fMRI (full MRI)",validation,3.830013492315328,0.03573418250283955,Fluid intelligence,third
RandomForest,no,0.05986098111652172,75,,1.6570621733416877,"sMRI, dMRI, fMRI (full MRI)",generalization,4.241443183003723,0.05961384900541,Fluid intelligence,third
RandomForest,no,0.07320688507557283,76,,1.5655209737404137,"sMRI, dMRI, fMRI (full MRI)",validation,3.894902980806416,0.06980537522319175,Fluid intelligence,third
RandomForest,no,0.059888829184379426,76,,1.657320564442156,"sMRI, dMRI, fMRI (full MRI)",generalization,4.2403173922932655,0.05986345225302036,Fluid intelligence,third
RandomForest,no,0.026824417318657257,77,,1.606600806075578,"sMRI, dMRI, fMRI (full MRI)",validation,4.125909374245227,0.025809089939441643,Fluid intelligence,third
RandomForest,no,0.0634697039540878,77,,1.6550197292907638,"sMRI, dMRI, fMRI (full MRI)",generalization,4.2254508193391205,0.06315957546288709,Fluid intelligence,third
RandomForest,no,0.05687377211079159,78,,1.5172264496365144,"sMRI, dMRI, fMRI (full MRI)",validation,3.611643621310305,0.05593982986119295,Fluid intelligence,third
RandomForest,no,0.06175861082084232,78,,1.6527449869004602,"sMRI, dMRI, fMRI (full MRI)",generalization,4.231910093991623,0.061727465643987574,Fluid intelligence,third
RandomForest,no,0.0320072136072006,79,,1.70907860100742,"sMRI, dMRI, fMRI (full MRI)",validation,4.6262759306584575,0.03053954827661065,Fluid intelligence,third
RandomForest,no,0.058200571936638634,79,,1.6580993878008907,"sMRI, dMRI, fMRI (full MRI)",generalization,4.24885242081754,0.05797111931909483,Fluid intelligence,third
RandomForest,no,0.00597348407266618,80,,1.6838931247051254,"sMRI, dMRI, fMRI (full MRI)",validation,4.328765552463904,0.0040646455266010175,Fluid intelligence,third
RandomForest,no,0.05598438994520138,80,,1.661225381279817,"sMRI, dMRI, fMRI (full MRI)",generalization,4.258058949257965,0.05592990564003253,Fluid intelligence,third
RandomForest,no,0.03621794591483951,81,,1.64584091271294,"sMRI, dMRI, fMRI (full MRI)",validation,4.098186054999388,0.0315835156653016,Fluid intelligence,third
RandomForest,no,0.0561085060416362,81,,1.65980499556518,"sMRI, dMRI, fMRI (full MRI)",generalization,4.258579318382378,0.05581453266510639,Fluid intelligence,third
RandomForest,no,0.052703682482448166,82,,1.714980097253758,"sMRI, dMRI, fMRI (full MRI)",validation,4.523826611959524,0.051268017774277815,Fluid intelligence,third
RandomForest,no,0.05762599357404308,82,,1.6596721295020305,"sMRI, dMRI, fMRI (full MRI)",generalization,4.251462903618327,0.057392339463430024,Fluid intelligence,third
RandomForest,no,0.043145226687542386,83,,1.6176912114014252,"sMRI, dMRI, fMRI (full MRI)",validation,4.037514033254157,0.04072806721751865,Fluid intelligence,third
RandomForest,no,0.048790148706378544,83,,1.668193408708203,"sMRI, dMRI, fMRI (full MRI)",generalization,4.29051422853019,0.04873412490281448,Fluid intelligence,third
